TimeDelta,Length,Port,Protocol,Length,Info
0.001648,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=327719 Ack=5342 Win=22656 Len=1368 TSval=121885 TSecr=2901226177
0.070117,115,36659,TCP,115,443  >  36659 [ACK] Seq=5342 Ack=329087 Win=268800 Len=0 TSval=2901226252 TSecr=121885
0.037379,191,36659,TLSv1.3,191,Application Data
0.000192,162,36659,TLSv1.3,162,Application Data
0.00077,115,443,TCP,115,[TCP Previous segment not captured] 36659  >  443 [ACK] Seq=333191 Ack=5465 Win=22656 Len=0 TSval=121897 TSecr=2901226290
0.000127,115,443,TCP,115,[TCP Dup ACK 7477#1] 36659  >  443 [ACK] Seq=333191 Ack=5465 Win=22656 Len=0 TSval=121897 TSecr=2901226290
0.000074,115,443,TCP,115,[TCP Dup ACK 7477#2] 36659  >  443 [ACK] Seq=333191 Ack=5465 Win=22656 Len=0 TSval=121897 TSecr=2901226290
0.015576,198,36659,TLSv1.3,198,Application Data
0.000201,167,36659,TLSv1.3,167,Application Data
0.000736,115,443,TCP,115,36659  >  443 [ACK] Seq=333191 Ack=5600 Win=22656 Len=0 TSval=121898 TSecr=2901226306
0.004719,115,36659,TCP,115,[TCP ACKed unseen segment] 443  >  36659 [ACK] Seq=5600 Ack=330455 Win=268800 Len=0 TSval=2901226312 TSecr=121892
0.002315,1483,443,TLSv1.3,1483,Continuation Data
0.065235,1483,443,TLSv1.3,1483,Continuation Data
0.062587,127,36659,TCP,127,[TCP Dup ACK 7483#1] 443  >  36659 [ACK] Seq=5600 Ack=330455 Win=268800 Len=0 TSval=2901226442 TSecr=121892 SLE=333191 SRE=335927
0.001054,1483,443,TCP,1483,[TCP Out-Of-Order] 36659  >  443 [ACK] Seq=330455 Ack=5600 Win=22656 Len=1368 TSval=121912 TSecr=2901226442
0.064271,127,36659,TCP,127,443  >  36659 [ACK] Seq=5600 Ack=331823 Win=267520 Len=0 TSval=2901226507 TSecr=121912 SLE=333191 SRE=335927
0.00096,1483,443,TLSv1.3,1483,Continuation Data
0.064805,127,36659,TCP,127,[TCP Dup ACK 7488#1] 443  >  36659 [ACK] Seq=5600 Ack=331823 Win=267520 Len=0 TSval=2901226573 TSecr=121912 SLE=333191 SRE=337295
0.001694,1483,443,TCP,1483,"[TCP Out-Of-Order] 36659  >  443 [PSH, ACK] Seq=331823 Ack=5600 Win=22656 Len=1368 TSval=121925 TSecr=2901226573"
0.000505,1483,443,TLSv1.3,1483,Continuation Data
0.044385,182,36659,TLSv1.3,182,Application Data
0.017892,115,36659,TCP,115,443  >  36659 [ACK] Seq=5655 Ack=337295 Win=265216 Len=0 TSval=2901226638 TSecr=121925
0.001141,1483,443,TLSv1.3,1483,Continuation Data
0.011858,115,36659,TCP,115,443  >  36659 [ACK] Seq=5655 Ack=338663 Win=268800 Len=0 TSval=2901226643 TSecr=121925
0.00126,1483,443,TLSv1.3,1483,Continuation Data
0.000546,1483,443,TLSv1.3,1483,Continuation Data
0.030776,195,36659,TLSv1.3,195,Application Data
0.000211,161,36659,TLSv1.3,161,Application Data
0.000147,174,36659,TLSv1.3,174,Application Data
0.000431,115,443,TCP,115,36659  >  443 [ACK] Seq=342767 Ack=5781 Win=22656 Len=0 TSval=121936 TSecr=2901226683
0.00427,242,36659,TLSv1.3,242,Application Data
0.000203,177,36659,TLSv1.3,177,Application Data
0.00103,115,443,TCP,115,36659  >  443 [ACK] Seq=342767 Ack=6029 Win=22656 Len=0 TSval=121936 TSecr=2901226684
0.0106,164,36659,TLSv1.3,164,Application Data
0.006236,216,36659,TLSv1.3,216,Application Data
0.000202,223,36659,TLSv1.3,223,Application Data
0.000073,223,36659,TCP,223,"[TCP Retransmission] 443  >  36659 [PSH, ACK] Seq=6179 Ack=340031 Win=268800 Len=108 TSval=2901226707 TSecr=121931"
0.00158,1483,443,TLSv1.3,1483,Continuation Data
0.000586,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=342767 Ack=6179 Win=22656 Len=1368 TSval=121938 TSecr=2901226697
0.001115,223,36659,TCP,223,"[TCP Retransmission] 443  >  36659 [PSH, ACK] Seq=6179 Ack=340031 Win=268800 Len=108 TSval=2901226707 TSecr=121931"
0.000197,1533,36659,TLSv1.3,1533,Application Data
0.000205,1533,36659,TLSv1.3,1533,Application Data
0.000352,1533,36659,TLSv1.3,1533,Application Data
0.00292,115,443,TCP,115,36659  >  443 [ACK] Seq=344135 Ack=7705 Win=25472 Len=0 TSval=121939 TSecr=2901226707
0.000244,115,443,TCP,115,36659  >  443 [ACK] Seq=344135 Ack=10541 Win=31168 Len=0 TSval=121939 TSecr=2901226710
0.000221,178,36659,TLSv1.3,178,Application Data
0.000148,1533,36659,TLSv1.3,1533,Application Data
0.00109,115,443,TCP,115,36659  >  443 [ACK] Seq=344135 Ack=12022 Win=33984 Len=0 TSval=121939 TSecr=2901226714
0.000722,1533,36659,TLSv1.3,1533,Application Data
0.000209,1482,36659,TLSv1.3,1482,Application Data
0.001148,115,443,TCP,115,36659  >  443 [ACK] Seq=344135 Ack=14807 Win=39744 Len=0 TSval=121939 TSecr=2901226716
0.001822,163,36659,TLSv1.3,163,Application Data
0.000193,115,36659,TCP,115,443  >  36659 [ACK] Seq=14855 Ack=342767 Win=268800 Len=0 TSval=2901226719 TSecr=121933
0.001263,1483,443,TLSv1.3,1483,Continuation Data
0.00051,1483,443,TLSv1.3,1483,Continuation Data
0.031438,1102,36659,TLSv1.3,1102,Application Data
0.024338,115,36659,TCP,115,443  >  36659 [ACK] Seq=15842 Ack=344135 Win=268800 Len=0 TSval=2901226777 TSecr=121938
0.001005,1483,443,TCP,1483,36659  >  443 [ACK] Seq=346871 Ack=15842 Win=42304 Len=1368 TSval=121945 TSecr=2901226753 [TCP segment of a reassembled PDU]
0.00212,1533,36659,TLSv1.3,1533,Application Data
0.002707,1533,36659,TCP,1533,"[TCP Retransmission] 443  >  36659 [PSH, ACK] Seq=15842 Ack=344135 Win=268800 Len=1418 TSval=2901226780 TSecr=121939"
0.000199,291,36659,TLSv1.3,291,Application Data
0.000208,1533,36659,TLSv1.3,1533,Application Data
0.000148,369,36659,TLSv1.3,369,Application Data
0.000196,1533,36659,TLSv1.3,1533,Application Data
0.000411,115,443,TCP,115,36659  >  443 [ACK] Seq=348239 Ack=17436 Win=42304 Len=0 TSval=121946 TSecr=2901226780
0.000652,115,443,TCP,115,36659  >  443 [ACK] Seq=348239 Ack=19108 Win=42304 Len=0 TSval=121946 TSecr=2901226781
0.000247,1037,36659,TLSv1.3,1037,"Application Data, Application Data"
0.001219,115,36659,TCP,115,443  >  36659 [ACK] Seq=21448 Ack=346871 Win=268800 Len=0 TSval=2901226786 TSecr=121939
0.000185,115,36659,TCP,115,[TCP Dup ACK 7540#1] 443  >  36659 [ACK] Seq=21448 Ack=346871 Win=268800 Len=0 TSval=2901226786 TSecr=121939
0.000149,200,36659,TLSv1.3,200,"Application Data, Application Data"
0.000413,115,443,TCP,115,36659  >  443 [ACK] Seq=348239 Ack=21448 Win=42304 Len=0 TSval=121946 TSecr=2901226783
0.001242,1483,443,TCP,1483,36659  >  443 [ACK] Seq=348239 Ack=21448 Win=42304 Len=1368 TSval=121946 TSecr=2901226786 [TCP segment of a reassembled PDU]
0.000507,1483,443,TCP,1483,36659  >  443 [ACK] Seq=349607 Ack=21448 Win=42304 Len=1368 TSval=121946 TSecr=2901226786 [TCP segment of a reassembled PDU]
0.032218,115,443,TCP,115,36659  >  443 [ACK] Seq=350975 Ack=21533 Win=42304 Len=0 TSval=121950 TSecr=2901226786
0.030025,115,36659,TCP,115,443  >  36659 [ACK] Seq=21533 Ack=348239 Win=268800 Len=0 TSval=2901226848 TSecr=121945
0.001057,1483,443,TCP,1483,"36659  >  443 [PSH, ACK] Seq=350975 Ack=21533 Win=42304 Len=1368 TSval=121953 TSecr=2901226848 [TCP segment of a reassembled PDU]"
0.065106,127,36659,TCP,127,[TCP Dup ACK 7547#1] 443  >  36659 [ACK] Seq=21533 Ack=348239 Win=268800 Len=0 TSval=2901226917 TSecr=121945 SLE=350975 SRE=352343
0.001126,1483,443,TCP,1483,36659  >  443 [ACK] Seq=352343 Ack=21533 Win=42304 Len=1368 TSval=121959 TSecr=2901226917 [TCP segment of a reassembled PDU]
0.064132,127,36659,TCP,127,[TCP Dup ACK 7547#2] 443  >  36659 [ACK] Seq=21533 Ack=348239 Win=268800 Len=0 TSval=2901226983 TSecr=121945 SLE=350975 SRE=353711
0.001293,1483,443,TCP,1483,[TCP Fast Retransmission] 36659  >  443 [ACK] Seq=348239 Ack=21533 Win=42304 Len=1368 TSval=121966 TSecr=2901226983 [TCP segment of a reassembled PDU]
0.0672,127,36659,TCP,127,443  >  36659 [ACK] Seq=21533 Ack=349607 Win=267520 Len=0 TSval=2901227047 TSecr=121966 SLE=350975 SRE=353711
0.06967,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=349607 Ack=21533 Win=42304 Len=1368 TSval=121980 TSecr=2901227118
0.00051,1483,443,TCP,1483,[TCP Previous segment not captured] 36659  >  443 [ACK] Seq=355079 Ack=21533 Win=42304 Len=1368 TSval=121980 TSecr=2901227118 [TCP segment of a reassembled PDU]
0.060886,115,36659,TCP,115,[TCP ACKed unseen segment] 443  >  36659 [ACK] Seq=21533 Ack=355079 Win=265216 Len=0 TSval=2901227182 TSecr=121980
0.000197,150,36659,TLSv1.3,150,Application Data
0.001158,1483,443,TCP,1483,"36659  >  443 [PSH, ACK] Seq=356447 Ack=21533 Win=42304 Len=1368 TSval=121986 TSecr=2901227182 [TCP segment of a reassembled PDU]"
0.000317,115,443,TCP,115,36659  >  443 [ACK] Seq=357815 Ack=21568 Win=42304 Len=0 TSval=121986 TSecr=2901227182
0.008623,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=356447 Win=268800 Len=0 TSval=2901227193 TSecr=121980
0.000991,1483,443,TCP,1483,36659  >  443 [ACK] Seq=357815 Ack=21568 Win=42304 Len=1368 TSval=121987 TSecr=2901227193 [TCP segment of a reassembled PDU]
0.000475,1483,443,TCP,1483,36659  >  443 [ACK] Seq=359183 Ack=21568 Win=42304 Len=1368 TSval=121987 TSecr=2901227193 [TCP segment of a reassembled PDU]
0.06017,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=357815 Win=268800 Len=0 TSval=2901227253 TSecr=121986
0.000127,115,49036,TCP,115,443  >  49036 [ACK] Seq=1 Ack=1 Win=1050 Len=0 TSval=2901227253 TSecr=121986
0.000923,115,36659,TCP,115,[TCP Dup ACK 7564#1] 443  >  36659 [ACK] Seq=21568 Ack=357815 Win=268800 Len=0 TSval=2901227253 TSecr=121986
0.00112,1483,443,TCP,1483,36659  >  443 [ACK] Seq=360551 Ack=21568 Win=42304 Len=1368 TSval=121993 TSecr=2901227253 [TCP segment of a reassembled PDU]
0.004677,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=360551 Ack=21568 Win=42304 Len=1368 TSval=121993 TSecr=2901227253
0.000394,1483,443,TCP,1483,"36659  >  443 [PSH, ACK] Seq=361919 Ack=21568 Win=42304 Len=1368 TSval=121993 TSecr=2901227258 [TCP segment of a reassembled PDU]"
0.000336,1483,443,TCP,1483,36659  >  443 [ACK] Seq=363287 Ack=21568 Win=42304 Len=1368 TSval=121993 TSecr=2901227258 [TCP segment of a reassembled PDU]
0.064831,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=363287 Win=268800 Len=0 TSval=2901227327 TSecr=72853
0.000226,115,36659,TCP,115,[TCP Dup ACK 7571#1] 443  >  36659 [ACK] Seq=21568 Ack=363287 Win=268800 Len=0 TSval=2901227327 TSecr=121993
0.002562,115,36659,TCP,115,[TCP Dup ACK 7571#2] 443  >  36659 [ACK] Seq=21568 Ack=363287 Win=268800 Len=0 TSval=2901227327 TSecr=121993
0.001616,115,36659,TCP,115,[TCP Dup ACK 7571#3] 443  >  36659 [ACK] Seq=21568 Ack=363287 Win=268800 Len=0 TSval=2901227327 TSecr=121993
0.002614,1483,443,TCP,1483,36659  >  443 [ACK] Seq=364655 Ack=21568 Win=42304 Len=1368 TSval=122001 TSecr=2901227327 [TCP segment of a reassembled PDU]
0.000262,1483,443,TCP,1483,36659  >  443 [ACK] Seq=366023 Ack=21568 Win=42304 Len=1368 TSval=122001 TSecr=2901227327 [TCP segment of a reassembled PDU]
0.000713,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=366023 Ack=21568 Win=42304 Len=1368 TSval=122001 TSecr=2901227327
0.000698,115,11826,TCP,115,49575  >  11826 [ACK] Seq=1 Ack=1 Win=1050 Len=0 TSval=2901227332 TSecr=121993
0.000692,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=364655 Win=268800 Len=0 TSval=2901227332 TSecr=121993
0.006019,1483,443,TCP,1483,36659  >  443 [ACK] Seq=367391 Ack=21568 Win=42304 Len=1368 TSval=122001 TSecr=2901227332 [TCP segment of a reassembled PDU]
0.055282,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=367391 Win=268800 Len=0 TSval=2901227398 TSecr=122001
0.002559,1483,443,TCP,1483,"36659  >  443 [PSH, ACK] Seq=368759 Ack=21568 Win=42304 Len=1368 TSval=122007 TSecr=2901227398 [TCP segment of a reassembled PDU], Continuation Data"
0.000511,1483,443,TLSv1.3,1483,Continuation Data
0.012868,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=368759 Win=268800 Len=0 TSval=2901227412 TSecr=122001
0.000656,115,36659,TCP,115,[TCP Dup ACK 7584#1] 443  >  36659 [ACK] Seq=21568 Ack=368759 Win=268800 Len=0 TSval=2901227412 TSecr=122001
0.000838,115,36659,TCP,115,[TCP Dup ACK 7584#2] 443  >  36659 [ACK] Seq=21568 Ack=368759 Win=268800 Len=0 TSval=2901227412 TSecr=122001
0.000504,115,36659,TCP,115,[TCP Dup ACK 7584#3] 443  >  36659 [ACK] Seq=21568 Ack=368759 Win=268800 Len=0 TSval=2901227412 TSecr=122001
0.001214,1483,443,TLSv1.3,1483,Continuation Data
0.044861,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=371495 Win=268800 Len=0 TSval=2901227462 TSecr=122007
0.001381,1483,443,TLSv1.3,1483,Continuation Data
0.000345,1483,443,TLSv1.3,1483,Continuation Data
0.000271,1483,443,TLSv1.3,1483,Continuation Data
0.023265,115,36659,TCP,115,443  >  36659 [ACK] Seq=21568 Ack=372863 Win=268800 Len=0 TSval=2901227487 TSecr=122009
0.001211,1483,443,TLSv1.3,1483,Continuation Data
0.039195,127,36659,TCP,127,[TCP Dup ACK 7593#1] 443  >  36659 [ACK] Seq=21568 Ack=372863 Win=268800 Len=0 TSval=2901227527 TSecr=122009 SLE=375599 SRE=376967
0.00483,1483,443,TLSv1.3,1483,Continuation Data
0.001189,127,36659,TCP,127,[TCP Dup ACK 7593#2] 443  >  36659 [ACK] Seq=21568 Ack=372863 Win=268800 Len=0 TSval=2901227527 TSecr=122009 SLE=375599 SRE=376967
0.018534,127,36659,TCP,127,[TCP Dup ACK 7593#3] 443  >  36659 [ACK] Seq=21568 Ack=372863 Win=268800 Len=0 TSval=2901227552 TSecr=122009 SLE=375599 SRE=378335
0.002565,1483,443,TLSv1.3,1483,"[TCP Fast Retransmission] , Continuation Data"
0.042447,127,36659,TCP,127,[TCP Dup ACK 7593#4] 443  >  36659 [ACK] Seq=21568 Ack=372863 Win=268800 Len=0 TSval=2901227597 TSecr=122009 SLE=375599 SRE=379703
0.00115,1483,443,TCP,1483,"[TCP Out-Of-Order] 36659  >  443 [PSH, ACK] Seq=374231 Ack=21568 Win=42304 Len=1368 TSval=122027 TSecr=2901227597"
0.020499,127,36659,TCP,127,443  >  36659 [ACK] Seq=21568 Ack=374231 Win=267520 Len=0 TSval=2901227618 TSecr=122023 SLE=375599 SRE=379703
0.001186,1483,443,TLSv1.3,1483,Continuation Data
0.000268,182,36659,TLSv1.3,182,Application Data
0.04031,115,443,TCP,115,36659  >  443 [ACK] Seq=381071 Ack=21623 Win=42304 Len=0 TSval=122034 TSecr=2901227620
0.001968,115,36659,TCP,115,443  >  36659 [ACK] Seq=21623 Ack=379703 Win=265216 Len=0 TSval=2901227663 TSecr=122027
0.000201,150,36659,TLSv1.3,150,Application Data
0.001734,1483,443,TLSv1.3,1483,Continuation Data
0.000178,1483,443,TCP,1483,"[TCP Retransmission] 36659  >  443 [PSH, ACK] Seq=381071 Ack=21623 Win=42304 Len=1368 TSval=122034 TSecr=2901227663"
0.000782,1483,443,TCP,1483,"[TCP Retransmission] 36659  >  443 [PSH, ACK] Seq=381071 Ack=21623 Win=42304 Len=1368 TSval=122034 TSecr=2901227663"
0.000189,115,443,TCP,115,36659  >  443 [ACK] Seq=382439 Ack=21658 Win=42304 Len=0 TSval=122034 TSecr=2901227663
0.022611,115,36659,TCP,115,443  >  36659 [ACK] Seq=21658 Ack=381071 Win=268800 Len=0 TSval=2901227688 TSecr=122029
0.028939,1483,443,TLSv1.3,1483,"[TCP Previous segment not captured] , Continuation Data"
0.062508,127,36659,TCP,127,443  >  36659 [ACK] Seq=21658 Ack=382439 Win=268800 Len=0 TSval=2901227798 TSecr=122034 SLE=385175 SRE=386543
0.001011,1483,443,TLSv1.3,1483,Continuation Data
0.063631,127,36659,TCP,127,[TCP Dup ACK 7616#1] 443  >  36659 [ACK] Seq=21658 Ack=382439 Win=268800 Len=0 TSval=2901227862 TSecr=122034 SLE=385175 SRE=387911
0.001071,1483,443,TCP,1483,[TCP Out-Of-Order] 36659  >  443 [ACK] Seq=382439 Ack=21658 Win=42304 Len=1368 TSval=122054 TSecr=2901227862
0.064315,127,36659,TCP,127,443  >  36659 [ACK] Seq=21658 Ack=383807 Win=267520 Len=0 TSval=2901227928 TSecr=122054 SLE=385175 SRE=387911
0.001177,1483,443,TLSv1.3,1483,Continuation Data
0.063387,127,36659,TCP,127,[TCP Dup ACK 7620#1] 443  >  36659 [ACK] Seq=21658 Ack=383807 Win=267520 Len=0 TSval=2901227992 TSecr=122054 SLE=385175 SRE=389279
0.0024,1483,443,TCP,1483,[TCP Out-Of-Order] 36659  >  443 [ACK] Seq=383807 Ack=21658 Win=42304 Len=1368 TSval=122067 TSecr=2901227992
0.000351,1483,443,TLSv1.3,1483,Continuation Data
0.000285,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=389279 Ack=21658 Win=42304 Len=1368 TSval=122067 TSecr=2901227992
0.000724,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=389279 Ack=21658 Win=42304 Len=1368 TSval=122067 TSecr=2901227992
0.000658,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=389279 Ack=21658 Win=42304 Len=1368 TSval=122067 TSecr=2901227992
0.062299,115,36659,TCP,115,443  >  36659 [ACK] Seq=21658 Ack=389279 Win=265216 Len=0 TSval=2901228058 TSecr=122067
0.001911,1483,443,TLSv1.3,1483,Continuation Data
0.002211,115,36659,TCP,115,443  >  36659 [ACK] Seq=21658 Ack=390647 Win=268800 Len=0 TSval=2901228063 TSecr=122067
0.00137,1483,443,TLSv1.3,1483,Continuation Data
0.000401,1483,443,TLSv1.3,1483,Continuation Data
0.062426,115,36659,TCP,115,443  >  36659 [ACK] Seq=21658 Ack=392015 Win=268800 Len=0 TSval=2901228127 TSecr=122073
0.00245,1483,443,TLSv1.3,1483,Continuation Data
0.000179,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=394751 Ack=21658 Win=42304 Len=1368 TSval=122080 TSecr=2901228127
0.000788,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=394751 Ack=21658 Win=42304 Len=1368 TSval=122080 TSecr=2901228127
0.000844,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=394751 Ack=21658 Win=42304 Len=1368 TSval=122080 TSecr=2901228127
0.060684,127,36659,TCP,127,[TCP Dup ACK 7633#1] 443  >  36659 [ACK] Seq=21658 Ack=392015 Win=268800 Len=0 TSval=2901228192 TSecr=122073 SLE=394751 SRE=396119
0.001042,1483,443,TLSv1.3,1483,Continuation Data
0.064576,127,36659,TCP,127,[TCP Dup ACK 7633#2] 443  >  36659 [ACK] Seq=21658 Ack=392015 Win=268800 Len=0 TSval=2901228258 TSecr=122073 SLE=394751 SRE=397487
0.001228,1483,443,TLSv1.3,1483,"[TCP Fast Retransmission] , Continuation Data"
0.128502,127,36659,TCP,127,443  >  36659 [ACK] Seq=21658 Ack=393383 Win=267520 Len=0 TSval=2901228388 TSecr=122093 SLE=394751 SRE=398855
0.001252,1483,443,TCP,1483,"[TCP Retransmission] 36659  >  443 [PSH, ACK] Seq=393383 Ack=21658 Win=42304 Len=1368 TSval=122106 TSecr=2901228388"
0.000383,1483,443,TLSv1.3,1483,"[TCP Previous segment not captured] , Continuation Data"
0.06556,115,36659,TCP,115,[TCP ACKed unseen segment] 443  >  36659 [ACK] Seq=21658 Ack=398855 Win=265216 Len=0 TSval=2901228452 TSecr=122106
0.00241,115,36659,TCP,115,443  >  36659 [ACK] Seq=21658 Ack=400223 Win=268800 Len=0 TSval=2901228457 TSecr=122106
0.000964,1483,443,TLSv1.3,1483,Continuation Data
0.002557,1483,443,TLSv1.3,1483,Continuation Data
0.000321,1483,443,TLSv1.3,1483,Continuation Data
0.067399,115,36659,TCP,115,443  >  36659 [ACK] Seq=21658 Ack=401591 Win=268800 Len=0 TSval=2901228528 TSecr=122113
0.001373,1483,443,TLSv1.3,1483,Continuation Data
0.064742,1483,443,TLSv1.3,1483,Continuation Data
0.026005,182,36659,TLSv1.3,182,Application Data
0.002833,182,36659,TCP,182,"[TCP Retransmission] 443  >  36659 [PSH, ACK] Seq=21658 Ack=401591 Win=268800 Len=55 TSval=2901228621 TSecr=122113 SLE=404327 SRE=405695"
0.034198,127,36659,TCP,127,[TCP Dup ACK 7650#1] 443  >  36659 [ACK] Seq=21713 Ack=401591 Win=268800 Len=0 TSval=2901228657 TSecr=122113 SLE=404327 SRE=407063
0.000121,127,36659,TCP,127,[TCP Dup ACK 7650#2] 443  >  36659 [ACK] Seq=21713 Ack=401591 Win=268800 Len=0 TSval=2901228657 TSecr=122113 SLE=404327 SRE=407063
0.001397,1483,443,TLSv1.3,1483,"[TCP Fast Retransmission] , Continuation Data"
0.005737,127,36659,TCP,127,443  >  36659 [ACK] Seq=21713 Ack=402959 Win=267520 Len=0 TSval=2901228723 TSecr=122133 SLE=404327 SRE=407063
0.004349,1483,443,TLSv1.3,1483,Continuation Data
0.000348,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=407063 Ack=21713 Win=42304 Len=1368 TSval=122140 TSecr=2901228723
0.000739,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=407063 Ack=21713 Win=42304 Len=1368 TSval=122140 TSecr=2901228723
0.000169,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=407063 Ack=21713 Win=42304 Len=1368 TSval=122140 TSecr=2901228723
0.004051,1483,443,TCP,1483,"[TCP Out-Of-Order] 36659  >  443 [PSH, ACK] Seq=402959 Ack=21713 Win=42304 Len=1368 TSval=122147 TSecr=2901228793"
0.000118,1483,443,TCP,1483,"[TCP Out-Of-Order] 36659  >  443 [PSH, ACK] Seq=402959 Ack=21713 Win=42304 Len=1368 TSval=122147 TSecr=2901228793"
0.000401,1483,443,TLSv1.3,1483,Continuation Data
0.06075,115,36659,TCP,115,443  >  36659 [ACK] Seq=21713 Ack=408431 Win=265216 Len=0 TSval=2901228857 TSecr=122147
0.001064,1483,443,TLSv1.3,1483,Continuation Data
0.005533,115,36659,TCP,115,443  >  36659 [ACK] Seq=21713 Ack=409799 Win=268800 Len=0 TSval=2901228862 TSecr=122147
0.001107,1483,443,TLSv1.3,1483,Continuation Data
0.000382,1483,443,TLSv1.3,1483,Continuation Data
0.063219,115,36659,TCP,115,443  >  36659 [ACK] Seq=21713 Ack=411167 Win=268800 Len=0 TSval=2901228928 TSecr=122153
0.001095,1483,443,TLSv1.3,1483,Continuation Data
0.065357,127,36659,TCP,127,[TCP Dup ACK 7675#1] 443  >  36659 [ACK] Seq=21713 Ack=411167 Win=268800 Len=0 TSval=2901228993 TSecr=122153 SLE=413903 SRE=415271
0.001258,1483,443,TLSv1.3,1483,Continuation Data
0.000122,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=415271 Ack=21713 Win=42304 Len=1368 TSval=122167 TSecr=2901228993
0.000817,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=415271 Ack=21713 Win=42304 Len=1368 TSval=122167 TSecr=2901228993
0.003939,1483,443,TCP,1483,[TCP Retransmission] 36659  >  443 [ACK] Seq=415271 Ack=21713 Win=42304 Len=1368 TSval=122167 TSecr=2901228993
0.061149,127,36659,TCP,127,[TCP Dup ACK 7675#2] 443  >  36659 [ACK] Seq=21713 Ack=411167 Win=268800 Len=0 TSval=2901229062 TSecr=122153 SLE=413903 SRE=416639
0.000204,127,36659,TCP,127,[TCP Dup ACK 7675#3] 443  >  36659 [ACK] Seq=21713 Ack=411167 Win=268800 Len=0 TSval=2901229062 TSecr=122153 SLE=413903 SRE=416639
0.001266,1483,443,TLSv1.3,1483,"[TCP Fast Retransmission] , Continuation Data"
0.000127,1483,443,TLSv1.3,1483,"[TCP Fast Retransmission] , Continuation Data"
0.063559,127,36659,TCP,127,443  >  36659 [ACK] Seq=21713 Ack=412535 Win=267520 Len=0 TSval=2901229128 TSecr=122174 SLE=413903 SRE=416639
0.001067,1483,443,TLSv1.3,1483,Continuation Data
0.037887,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.026347,127,36659,TCP,127,[TCP Dup ACK 7686#1] 443  >  36659 [ACK] Seq=21713 Ack=412535 Win=267520 Len=0 TSval=2901229193 TSecr=122174 SLE=413903 SRE=418007
0.004388,1483,443,TCP,1483,"[TCP Out-Of-Order] 36659  >  443 [PSH, ACK] Seq=412535 Ack=21713 Win=42304 Len=1368 TSval=122187 TSecr=2901229193"
0.000383,1483,443,TLSv1.3,1483,Continuation Data
0.008344,198,51749,HTTP,198,HTTP/1.1 204 No Content 
0.000702,115,80,TCP,115,51749  >  80 [ACK] Seq=12562 Ack=3321 Win=229 Len=0 TSval=122188 TSecr=2066115091
0.05604,115,36659,TCP,115,443  >  36659 [ACK] Seq=21713 Ack=418007 Win=265216 Len=0 TSval=2901229263 TSecr=122187
0.001104,1483,443,TLSv1.3,1483,Continuation Data
0.003405,115,36659,TCP,115,443  >  36659 [ACK] Seq=21713 Ack=419375 Win=268800 Len=0 TSval=2901229267 TSecr=122187
0.004015,1483,443,TLSv1.3,1483,Continuation Data
0.000253,1483,443,TLSv1.3,1483,Continuation Data
0.061595,115,36659,TCP,115,443  >  36659 [ACK] Seq=21713 Ack=420743 Win=268800 Len=0 TSval=2901229332 TSecr=122194
0.001053,1483,443,TLSv1.3,1483,Continuation Data
0.064847,127,36659,TCP,127,[TCP Dup ACK 7699#1] 443  >  36659 [ACK] Seq=21713 Ack=420743 Win=268800 Len=0 TSval=2901229397 TSecr=122194 SLE=423479 SRE=424847
0.001087,1483,443,TLSv1.3,1483,Continuation Data
0.062365,127,36659,TCP,127,[TCP Dup ACK 7699#2] 443  >  36659 [ACK] Seq=21713 Ack=420743 Win=268800 Len=0 TSval=2901229463 TSecr=122194 SLE=423479 SRE=426215
